,Species,TREE_ID,X_orig,X,Y_orig,Y,Year,logF_current
30049,Pinus lambertiana,78186_3_103_6_3_142,-121.75,-121.753,40.41666667,40.4167,2002,0.192930402
30050,Pinus lambertiana,78186_3_103_6_3_142,-121.75,-121.759,40.41666667,40.4257,2012,0.216245312
30050,Pinus lambertiana,78186_3_103_6_3_142,-121.75,-121.753,40.41666667,40.4167,2012,0.216245312
30051,Pinus lambertiana,78186_3_103_6_4_145,-121.75,-121.757,40.41666667,40.4187,2002,0.679158102
30051,Pinus lambertiana,78186_3_103_6_4_145,-121.75,-121.751,40.41666667,40.4197,2002,0.679158102
30052,Pinus lambertiana,78186_3_103_6_4_145,-121.75,-121.757,40.41666667,40.4187,2012,0.756498312
30052,Pinus lambertiana,78186_3_103_6_4_145,-121.75,-121.751,40.41666667,40.4197,2012,0.756498312
30053,Pinus lambertiana,78186_3_103_6_4_148,-121.75,-121.756,40.41666667,40.4227,2002,1.072771002
30054,Pinus lambertiana,78186_3_103_6_4_148,-121.75,-121.756,40.41666667,40.4227,2012,1.188700712
30055,Pinus lambertiana,78236_3_7_6_1_305,-121.25,-121.257,39.66666667,39.6707,2009,2.052632572
30055,Pinus lambertiana,78236_3_7_6_1_305,-121.25,-121.251,39.66666667,39.6707,2009,2.052632572
30056,Pinus lambertiana,78236_3_7_6_1_305,-121.25,-121.257,39.66666667,39.6707,2019,2.33883024
30056,Pinus lambertiana,78236_3_7_6_1_305,-121.25,-121.251,39.66666667,39.6707,2019,2.33883024
30057,Pinus lambertiana,78236_3_7_6_1_306,-121.25,-121.254,39.66666667,39.6707,2009,2.168401072
30057,Pinus lambertiana,78236_3_7_6_1_306,-121.25,-121.253,39.66666667,39.6757,2009,2.168401072
30058,Pinus lambertiana,78236_3_7_6_1_306,-121.25,-121.254,39.66666667,39.6707,2019,2.17675434
30058,Pinus lambertiana,78236_3_7_6_1_306,-121.25,-121.253,39.66666667,39.6757,2019,2.17675434
30059,Pinus lambertiana,78236_3_7_6_1_309,-121.25,-121.254,39.66666667,39.6667,2009,1.419764772
30059,Pinus lambertiana,78236_3_7_6_1_309,-121.25,-121.253,39.66666667,39.6687,2009,1.419764772
30060,Pinus lambertiana,78236_3_7_6_1_309,-121.25,-121.254,39.66666667,39.6667,2019,1.47442544
30060,Pinus lambertiana,78236_3_7_6_1_309,-121.25,-121.253,39.66666667,39.6687,2019,1.47442544
30061,Pinus lambertiana,78236_3_7_6_1_311,-121.25,-121.256,39.66666667,39.6677,2009,1.944581972
30061,Pinus lambertiana,78236_3_7_6_1_311,-121.25,-121.255,39.66666667,39.6757,2009,1.944581972
30062,Pinus lambertiana,78236_3_7_6_1_311,-121.25,-121.256,39.66666667,39.6677,2019,1.96837104
30062,Pinus lambertiana,78236_3_7_6_1_311,-121.25,-121.255,39.66666667,39.6757,2019,1.96837104
30063,Pinus lambertiana,78236_3_7_6_2_322,-121.25,-121.252,39.66666667,39.6717,2009,3.341521872
30063,Pinus lambertiana,78236_3_7_6_2_322,-121.25,-121.25,39.66666667,39.6667,2009,3.341521872
30064,Pinus lambertiana,78236_3_7_6_2_322,-121.25,-121.252,39.66666667,39.6717,2019,3.56597634
30064,Pinus lambertiana,78236_3_7_6_2_322,-121.25,-121.25,39.66666667,39.6667,2019,3.56597634
30065,Pinus lambertiana,78236_3_7_6_3_344,-121.25,-121.251,39.66666667,39.6737,2009,2.708654072
30065,Pinus lambertiana,78236_3_7_6_3_344,-121.25,-121.25,39.66666667,39.6757,2009,2.708654072
30066,Pinus lambertiana,78236_3_7_6_3_344,-121.25,-121.251,39.66666667,39.6737,2019,2.89451904
30066,Pinus lambertiana,78236_3_7_6_3_344,-121.25,-121.25,39.66666667,39.6757,2019,2.89451904
30067,Pinus lambertiana,78236_3_7_6_4_349,-121.25,-121.259,39.66666667,39.6667,2009,2.052632572
30067,Pinus lambertiana,78236_3_7_6_4_349,-121.25,-121.252,39.66666667,39.6697,2009,2.052632572
30068,Pinus lambertiana,78236_3_7_6_4_349,-121.25,-121.259,39.66666667,39.6667,2019,2.25393334
30068,Pinus lambertiana,78236_3_7_6_4_349,-121.25,-121.252,39.66666667,39.6697,2019,2.25393334
30069,Pinus lambertiana,78236_3_7_6_4_351,-121.25,-121.259,39.66666667,39.6687,2009,2.168401072
30069,Pinus lambertiana,78236_3_7_6_4_351,-121.25,-121.25,39.66666667,39.6707,2009,2.168401072
30070,Pinus lambertiana,78236_3_7_6_4_351,-121.25,-121.259,39.66666667,39.6687,2019,2.27708704
30070,Pinus lambertiana,78236_3_7_6_4_351,-121.25,-121.25,39.66666667,39.6707,2019,2.27708704
30071,Pinus lambertiana,78236_3_7_6_4_354,-121.25,-121.252,39.66666667,39.6727,2009,2.276451672
30071,Pinus lambertiana,78236_3_7_6_4_354,-121.25,-121.25,39.66666667,39.6687,2009,2.276451672
30072,Pinus lambertiana,78236_3_7_6_4_354,-121.25,-121.252,39.66666667,39.6727,2019,2.40829134
30072,Pinus lambertiana,78236_3_7_6_4_354,-121.25,-121.25,39.66666667,39.6687,2019,2.40829134
30073,Pinus lambertiana,78236_3_7_6_4_360,-121.25,-121.258,39.66666667,39.6707,2009,2.060350472
30074,Pinus lambertiana,78236_3_7_6_4_360,-121.25,-121.258,39.66666667,39.6707,2019,2.23849754
30075,Pinus lambertiana,78236_3_7_6_4_361,-121.25,-121.259,39.66666667,39.6697,2019,0.67176384
30075,Pinus lambertiana,78236_3_7_6_4_361,-121.25,-121.25,39.66666667,39.6737,2019,0.67176384
30076,Pinus lambertiana,78236_3_7_6_4_361,-121.25,-121.259,39.66666667,39.6697,2009,0.678846372
30076,Pinus lambertiana,78236_3_7_6_4_361,-121.25,-121.25,39.66666667,39.6737,2009,0.678846372
30077,Pinus lambertiana,78265_2_105_6_4_119,-123.0833333,-123.0923,40.45833333,40.4603,2014,2.076076149
30077,Pinus lambertiana,78265_2_105_6_4_119,-123.0833333,-123.0883,40.45833333,40.4663,2014,2.076076149
30078,Pinus lambertiana,78265_2_105_6_4_119,-123.0833333,-123.0923,40.45833333,40.4603,2004,2.053470953
30078,Pinus lambertiana,78265_2_105_6_4_119,-123.0833333,-123.0883,40.45833333,40.4663,2004,2.053470953
30079,Pinus lambertiana,78265_2_105_6_4_119,-123.0833333,-123.0923,40.45833333,40.4603,2014,2.076076149
30079,Pinus lambertiana,78265_2_105_6_4_119,-123.0833333,-123.0883,40.45833333,40.4663,2014,2.076076149
30080,Pinus lambertiana,78265_2_105_6_4_125,-123.0833333,-123.0893,40.45833333,40.4583,2014,1.914000249
30080,Pinus lambertiana,78265_2_105_6_4_125,-123.0833333,-123.0873,40.45833333,40.4613,2014,1.914000249
30081,Pinus lambertiana,78265_2_105_6_4_125,-123.0833333,-123.0893,40.45833333,40.4583,2004,1.906830853
30081,Pinus lambertiana,78265_2_105_6_4_125,-123.0833333,-123.0873,40.45833333,40.4613,2004,1.906830853
30082,Pinus lambertiana,78265_2_105_6_4_125,-123.0833333,-123.0893,40.45833333,40.4583,2014,1.914000249
30082,Pinus lambertiana,78265_2_105_6_4_125,-123.0833333,-123.0873,40.45833333,40.4613,2014,1.914000249
30083,Pinus lambertiana,78279_3_63_6_2_119,-121.3333333,-121.3343,40.125,40.131,2007,1.389447199
30084,Pinus lambertiana,78279_3_63_6_2_119,-121.3333333,-121.3343,40.125,40.131,2017,1.559585397
30085,Pinus lambertiana,78279_3_63_6_4_142,-121.3333333,-121.3393,40.125,40.133,2007,1.729034799
30085,Pinus lambertiana,78279_3_63_6_4_142,-121.3333333,-121.3363,40.125,40.131,2007,1.729034799
30086,Pinus lambertiana,78279_3_63_6_4_142,-121.3333333,-121.3393,40.125,40.133,2017,1.883737197
30086,Pinus lambertiana,78279_3_63_6_4_142,-121.3333333,-121.3363,40.125,40.131,2017,1.883737197
30087,Pinus lambertiana,78287_2_105_6_1_107,-123.125,-123.134,40.66666667,40.6667,2013,3.141207171
30087,Pinus lambertiana,78287_2_105_6_1_107,-123.125,-123.131,40.66666667,40.6687,2013,3.141207171
30087,Pinus lambertiana,78287_2_105_6_1_107,-123.125,-123.126,40.66666667,40.6667,2013,3.141207171
30087,Pinus lambertiana,78287_2_105_6_1_107,-123.125,-123.125,40.66666667,40.6737,2013,3.141207171
30088,Pinus lambertiana,78287_2_105_6_1_107,-123.125,-123.134,40.66666667,40.6667,2013,3.141166611
30088,Pinus lambertiana,78287_2_105_6_1_107,-123.125,-123.131,40.66666667,40.6687,2013,3.141166611
30088,Pinus lambertiana,78287_2_105_6_1_107,-123.125,-123.126,40.66666667,40.6667,2013,3.141166611
30088,Pinus lambertiana,78287_2_105_6_1_107,-123.125,-123.125,40.66666667,40.6737,2013,3.141166611
30089,Pinus lambertiana,78287_2_105_6_1_107,-123.125,-123.134,40.66666667,40.6667,2003,3.141207171
30089,Pinus lambertiana,78287_2_105_6_1_107,-123.125,-123.131,40.66666667,40.6687,2003,3.141207171
30089,Pinus lambertiana,78287_2_105_6_1_107,-123.125,-123.126,40.66666667,40.6667,2003,3.141207171
30089,Pinus lambertiana,78287_2_105_6_1_107,-123.125,-123.125,40.66666667,40.6737,2003,3.141207171
30090,Pinus lambertiana,78287_2_105_6_1_107,-123.125,-123.134,40.66666667,40.6667,2003,3.141166611
30090,Pinus lambertiana,78287_2_105_6_1_107,-123.125,-123.131,40.66666667,40.6687,2003,3.141166611
30090,Pinus lambertiana,78287_2_105_6_1_107,-123.125,-123.126,40.66666667,40.6667,2003,3.141166611
30090,Pinus lambertiana,78287_2_105_6_1_107,-123.125,-123.125,40.66666667,40.6737,2003,3.141166611
30091,Pinus lambertiana,78287_2_105_6_3_144,-123.125,-123.13,40.66666667,40.6737,2013,3.156602411
30091,Pinus lambertiana,78287_2_105_6_3_144,-123.125,-123.128,40.66666667,40.6697,2013,3.156602411
30092,Pinus lambertiana,78287_2_105_6_3_144,-123.125,-123.13,40.66666667,40.6737,2003,3.557973771
30092,Pinus lambertiana,78287_2_105_6_3_144,-123.125,-123.128,40.66666667,40.6697,2003,3.557973771
30093,Pinus lambertiana,78309_5_19_6_2_104,-119.0833333,-119.0863,37.04166667,37.0437,2001,2.069111245
30093,Pinus lambertiana,78309_5_19_6_2_104,-119.0833333,-119.0853,37.04166667,37.0457,2001,2.069111245
30094,Pinus lambertiana,78426_5_109_6_3_529,-119.7916667,-119.7997,37.83333333,37.8353,2009,1.026252288
30094,Pinus lambertiana,78426_5_109_6_3_529,-119.7916667,-119.7947,37.83333333,37.8413,2009,1.026252288
30095,Pinus lambertiana,78426_5_109_6_3_529,-119.7916667,-119.7997,37.83333333,37.8353,2019,1.07283256
30095,Pinus lambertiana,78426_5_109_6_3_529,-119.7916667,-119.7947,37.83333333,37.8413,2019,1.07283256
30096,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7173,40,40.004,2021,0.896904594
30096,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7163,40,40.003,2021,0.896904594
30096,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7153,40,40.008,2021,0.896904594
30096,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7133,40,40.002,2021,0.896904594
30096,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7093,40,40.003,2021,0.896904594
30097,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7173,40,40.004,2021,0.896721768
30097,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7163,40,40.003,2021,0.896721768
30097,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7153,40,40.008,2021,0.896721768
30097,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7133,40,40.002,2021,0.896721768
30097,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7093,40,40.003,2021,0.896721768
30098,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7173,40,40.004,2021,0.895918673
30098,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7163,40,40.003,2021,0.895918673
30098,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7153,40,40.008,2021,0.895918673
30098,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7133,40,40.002,2021,0.895918673
30098,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7093,40,40.003,2021,0.895918673
30099,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7173,40,40.004,2011,0.896904594
30099,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7163,40,40.003,2011,0.896904594
30099,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7153,40,40.008,2011,0.896904594
30099,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7133,40,40.002,2011,0.896904594
30099,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7093,40,40.003,2011,0.896904594
30100,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7173,40,40.004,2011,0.896721768
30100,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7163,40,40.003,2011,0.896721768
30100,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7153,40,40.008,2011,0.896721768
30100,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7133,40,40.002,2011,0.896721768
30100,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7093,40,40.003,2011,0.896721768
30101,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7173,40,40.004,2011,0.895918673
30101,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7163,40,40.003,2011,0.895918673
30101,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7153,40,40.008,2011,0.895918673
30101,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7133,40,40.002,2011,0.895918673
30101,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7093,40,40.003,2011,0.895918673
30102,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7173,40,40.004,2001,0.896904594
30102,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7163,40,40.003,2001,0.896904594
30102,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7153,40,40.008,2001,0.896904594
30102,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7133,40,40.002,2001,0.896904594
30102,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7093,40,40.003,2001,0.896904594
30103,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7173,40,40.004,2001,0.896721768
30103,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7163,40,40.003,2001,0.896721768
30103,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7153,40,40.008,2001,0.896721768
30103,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7133,40,40.002,2001,0.896721768
30103,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7093,40,40.003,2001,0.896721768
30104,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7173,40,40.004,2001,0.895918673
30104,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7163,40,40.003,2001,0.895918673
30104,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7153,40,40.008,2001,0.895918673
30104,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7133,40,40.002,2001,0.895918673
30104,Pinus lambertiana,78492_3_103_6_2_127,-121.7083333,-121.7093,40,40.003,2001,0.895918673
30105,Pinus lambertiana,78492_3_103_6_2_142,-121.7083333,-121.7163,40,40,2011,1.976396084
30106,Pinus lambertiana,78492_3_103_6_2_142,-121.7083333,-121.7163,40,40,2021,2.184596557
30107,Pinus lambertiana,78492_3_103_6_3_152,-121.7083333,-121.7123,40,40.007,2001,1.829784573
30107,Pinus lambertiana,78492_3_103_6_3_152,-121.7083333,-121.7113,40,40.003,2001,1.829784573
30107,Pinus lambertiana,78492_3_103_6_3_152,-121.7083333,-121.7103,40,40.005,2001,1.829784573
30108,Pinus lambertiana,78492_3_103_6_3_152,-121.7083333,-121.7123,40,40.007,2011,2.016000094
30108,Pinus lambertiana,78492_3_103_6_3_152,-121.7083333,-121.7113,40,40.003,2011,2.016000094
30108,Pinus lambertiana,78492_3_103_6_3_152,-121.7083333,-121.7103,40,40.005,2011,2.016000094
30109,Pinus lambertiana,78492_3_103_6_3_152,-121.7083333,-121.7123,40,40.007,2021,2.154739468
30109,Pinus lambertiana,78492_3_103_6_3_152,-121.7083333,-121.7113,40,40.003,2021,2.154739468
30109,Pinus lambertiana,78492_3_103_6_3_152,-121.7083333,-121.7103,40,40.005,2021,2.154739468
30110,Pinus lambertiana,78492_3_103_6_3_167,-121.7083333,-121.7163,40,40.003,2011,2.177061484
30110,Pinus lambertiana,78492_3_103_6_3_167,-121.7083333,-121.7093,40,40.009,2011,2.177061484
30111,Pinus lambertiana,78492_3_103_6_3_167,-121.7083333,-121.7163,40,40.003,2021,2.300365057
30111,Pinus lambertiana,78492_3_103_6_3_167,-121.7083333,-121.7093,40,40.009,2021,2.300365057
30112,Pinus lambertiana,78549_5_5_6_2_103,-120.4583333,-120.4653,38.5,38.508,2014,2.76273246
30112,Pinus lambertiana,78549_5_5_6_2_103,-120.4583333,-120.4633,38.5,38.504,2014,2.76273246
30112,Pinus lambertiana,78549_5_5_6_2_103,-120.4583333,-120.4583,38.5,38.505,2014,2.76273246
30113,Pinus lambertiana,78549_5_5_6_2_103,-120.4583333,-120.4653,38.5,38.508,2004,2.192191027
30113,Pinus lambertiana,78549_5_5_6_2_103,-120.4583333,-120.4633,38.5,38.504,2004,2.192191027
30113,Pinus lambertiana,78549_5_5_6_2_103,-120.4583333,-120.4583,38.5,38.505,2004,2.192191027
30114,Pinus lambertiana,78549_5_5_6_2_103,-120.4583333,-120.4653,38.5,38.508,2014,2.76273246
30114,Pinus lambertiana,78549_5_5_6_2_103,-120.4583333,-120.4633,38.5,38.504,2014,2.76273246
30114,Pinus lambertiana,78549_5_5_6_2_103,-120.4583333,-120.4583,38.5,38.505,2014,2.76273246
30115,Pinus lambertiana,78586_2_93_6_1_104,-123.2083333,-123.2153,41.75,41.757,2016,3.22630049
30115,Pinus lambertiana,78586_2_93_6_1_104,-123.2083333,-123.2143,41.75,41.759,2016,3.22630049
30115,Pinus lambertiana,78586_2_93_6_1_104,-123.2083333,-123.2123,41.75,41.758,2016,3.22630049
30115,Pinus lambertiana,78586_2_93_6_1_104,-123.2083333,-123.2093,41.75,41.754,2016,3.22630049
30116,Pinus lambertiana,78586_2_93_6_1_104,-123.2083333,-123.2153,41.75,41.757,2016,3.225995143
30116,Pinus lambertiana,78586_2_93_6_1_104,-123.2083333,-123.2143,41.75,41.759,2016,3.225995143
30116,Pinus lambertiana,78586_2_93_6_1_104,-123.2083333,-123.2123,41.75,41.758,2016,3.225995143
30116,Pinus lambertiana,78586_2_93_6_1_104,-123.2083333,-123.2093,41.75,41.754,2016,3.225995143
30117,Pinus lambertiana,78586_2_93_6_1_104,-123.2083333,-123.2153,41.75,41.757,2006,3.22630049
30117,Pinus lambertiana,78586_2_93_6_1_104,-123.2083333,-123.2143,41.75,41.759,2006,3.22630049
30117,Pinus lambertiana,78586_2_93_6_1_104,-123.2083333,-123.2123,41.75,41.758,2006,3.22630049
30117,Pinus lambertiana,78586_2_93_6_1_104,-123.2083333,-123.2093,41.75,41.754,2006,3.22630049
30118,Pinus lambertiana,78586_2_93_6_1_104,-123.2083333,-123.2153,41.75,41.757,2006,3.225995143
30118,Pinus lambertiana,78586_2_93_6_1_104,-123.2083333,-123.2143,41.75,41.759,2006,3.225995143
30118,Pinus lambertiana,78586_2_93_6_1_104,-123.2083333,-123.2123,41.75,41.758,2006,3.225995143
30118,Pinus lambertiana,78586_2_93_6_1_104,-123.2083333,-123.2093,41.75,41.754,2006,3.225995143
30119,Pinus lambertiana,78587_2_105_6_3_128,-122.8333333,-122.8423,40.79166667,40.7927,2014,0.54782446
30119,Pinus lambertiana,78587_2_105_6_3_128,-122.8333333,-122.8413,40.79166667,40.7967,2014,0.54782446
30119,Pinus lambertiana,78587_2_105_6_3_128,-122.8333333,-122.8343,40.79166667,40.8007,2014,0.54782446
30120,Pinus lambertiana,78587_2_105_6_3_128,-122.8333333,-122.8423,40.79166667,40.7927,2004,0.447906441
30120,Pinus lambertiana,78587_2_105_6_3_128,-122.8333333,-122.8413,40.79166667,40.7967,2004,0.447906441
30120,Pinus lambertiana,78587_2_105_6_3_128,-122.8333333,-122.8343,40.79166667,40.8007,2004,0.447906441
30121,Pinus lambertiana,78587_2_105_6_3_128,-122.8333333,-122.8423,40.79166667,40.7927,2014,0.54782446
30121,Pinus lambertiana,78587_2_105_6_3_128,-122.8333333,-122.8413,40.79166667,40.7967,2014,0.54782446
30121,Pinus lambertiana,78587_2_105_6_3_128,-122.8333333,-122.8343,40.79166667,40.8007,2014,0.54782446
30122,Pinus lambertiana,78587_2_105_6_4_140,-122.8333333,-122.8353,40.79166667,40.8007,2014,2.23032666
30122,Pinus lambertiana,78587_2_105_6_4_140,-122.8333333,-122.8333,40.79166667,40.7967,2014,2.23032666
30123,Pinus lambertiana,78587_2_105_6_4_140,-122.8333333,-122.8353,40.79166667,40.8007,2004,2.076383341
30123,Pinus lambertiana,78587_2_105_6_4_140,-122.8333333,-122.8333,40.79166667,40.7967,2004,2.076383341
30124,Pinus lambertiana,78587_2_105_6_4_140,-122.8333333,-122.8353,40.79166667,40.8007,2014,2.23032666
30124,Pinus lambertiana,78587_2_105_6_4_140,-122.8333333,-122.8333,40.79166667,40.7967,2014,2.23032666
30125,Pinus lambertiana,78685_1_23_6_1_311,-123.6666667,-123.6717,41.25,41.258,2009,3.102251239
30125,Pinus lambertiana,78685_1_23_6_1_311,-123.6666667,-123.6667,41.25,41.254,2009,3.102251239
30126,Pinus lambertiana,78685_1_23_6_1_311,-123.6666667,-123.6717,41.25,41.258,2019,3.133303827
30126,Pinus lambertiana,78685_1_23_6_1_311,-123.6666667,-123.6667,41.25,41.254,2019,3.133303827
30127,Pinus lambertiana,78794_3_63_6_1_100,-121,-121.008,40,40,2008,2.384819605
30127,Pinus lambertiana,78794_3_63_6_1_100,-121,-121.007,40,40.001,2008,2.384819605
30128,Pinus lambertiana,78794_3_63_6_1_100,-121,-121.008,40,40,2018,2.477646664
30128,Pinus lambertiana,78794_3_63_6_1_100,-121,-121.007,40,40.001,2018,2.477646664
30129,Pinus lambertiana,78794_3_63_6_1_102,-121,-121.006,40,40.008,2008,2.693535605
30129,Pinus lambertiana,78794_3_63_6_1_102,-121,-121,40,40.009,2008,2.693535605
30130,Pinus lambertiana,78794_3_63_6_1_102,-121,-121.006,40,40.008,2018,2.786362664
30130,Pinus lambertiana,78794_3_63_6_1_102,-121,-121,40,40.009,2018,2.786362664
30131,Pinus lambertiana,78794_3_63_6_1_106,-121,-121.007,40,40.005,2008,2.817022005
30131,Pinus lambertiana,78794_3_63_6_1_106,-121,-121.002,40,40.003,2008,2.817022005
30132,Pinus lambertiana,78794_3_63_6_1_106,-121,-121.007,40,40.005,2018,2.909849064
30132,Pinus lambertiana,78794_3_63_6_1_106,-121,-121.002,40,40.003,2018,2.909849064
30133,Pinus lambertiana,78794_3_63_6_1_107,-121,-121.009,40,40,2008,1.736516005
30134,Pinus lambertiana,78794_3_63_6_1_107,-121,-121.009,40,40,2018,1.798471464
30135,Pinus lambertiana,78794_3_63_6_1_109,-121,-121.008,40,40.003,2008,2.886483105
30135,Pinus lambertiana,78794_3_63_6_1_109,-121,-121.006,40,40.006,2008,2.886483105
30136,Pinus lambertiana,78794_3_63_6_1_109,-121,-121.008,40,40.003,2018,2.948438564
30136,Pinus lambertiana,78794_3_63_6_1_109,-121,-121.006,40,40.006,2018,2.948438564
30137,Pinus lambertiana,78794_3_63_6_2_113,-121,-121.007,40,40.002,2008,0.524805705
30137,Pinus lambertiana,78794_3_63_6_2_113,-121,-121.001,40,40.009,2008,0.524805705
30138,Pinus lambertiana,78794_3_63_6_2_113,-121,-121.007,40,40.002,2018,0.625350664
30138,Pinus lambertiana,78794_3_63_6_2_113,-121,-121.001,40,40.009,2018,0.625350664
30139,Pinus lambertiana,78794_3_63_6_2_117,-121,-121.004,40,40.009,2008,3.040841105
30139,Pinus lambertiana,78794_3_63_6_2_117,-121,-121.003,40,40.002,2008,3.040841105
30140,Pinus lambertiana,78794_3_63_6_2_117,-121,-121.004,40,40.009,2018,3.125950264
30140,Pinus lambertiana,78794_3_63_6_2_117,-121,-121.003,40,40.002,2018,3.125950264
30141,Pinus lambertiana,78794_3_63_6_2_122,-121,-121.009,40,40,2018,0.108039105
30141,Pinus lambertiana,78794_3_63_6_2_122,-121,-121.003,40,40.006,2018,0.108039105
30141,Pinus lambertiana,78794_3_63_6_2_122,-121,-121,40,40.008,2018,0.108039105
30142,Pinus lambertiana,78794_3_63_6_2_122,-121,-121.009,40,40,2018,0.108251364
30142,Pinus lambertiana,78794_3_63_6_2_122,-121,-121.003,40,40.006,2018,0.108251364
30142,Pinus lambertiana,78794_3_63_6_2_122,-121,-121,40,40.008,2018,0.108251364
30143,Pinus lambertiana,78794_3_63_6_2_122,-121,-121.009,40,40,2008,0.108039105
30143,Pinus lambertiana,78794_3_63_6_2_122,-121,-121.003,40,40.006,2008,0.108039105
30143,Pinus lambertiana,78794_3_63_6_2_122,-121,-121,40,40.008,2008,0.108039105
30144,Pinus lambertiana,78794_3_63_6_2_122,-121,-121.009,40,40,2008,0.108251364
30144,Pinus lambertiana,78794_3_63_6_2_122,-121,-121.003,40,40.006,2008,0.108251364
30144,Pinus lambertiana,78794_3_63_6_2_122,-121,-121,40,40.008,2008,0.108251364
30145,Pinus lambertiana,78794_3_63_6_2_123,-121,-121.005,40,40.002,2008,0.146628605
30145,Pinus lambertiana,78794_3_63_6_2_123,-121,-121.004,40,40.009,2008,0.146628605
30146,Pinus lambertiana,78794_3_63_6_2_123,-121,-121.005,40,40.002,2018,0.154558764
30146,Pinus lambertiana,78794_3_63_6_2_123,-121,-121.004,40,40.009,2018,0.154558764
30147,Pinus lambertiana,78794_3_63_6_4_143,-121,-121.006,40,40.007,2018,0.771990764
30147,Pinus lambertiana,78794_3_63_6_4_143,-121,-121.001,40,40.005,2018,0.771990764
30148,Pinus lambertiana,78794_3_63_6_4_143,-121,-121.006,40,40.007,2008,0.640574205
30148,Pinus lambertiana,78794_3_63_6_4_143,-121,-121.001,40,40.005,2008,0.640574205
30149,Pinus lambertiana,78794_3_63_6_4_305,-121,-121.003,40,40.005,2008,0.432190905
30149,Pinus lambertiana,78794_3_63_6_4_305,-121,-121,40,40.001,2008,0.432190905
30150,Pinus lambertiana,78794_3_63_6_4_305,-121,-121.003,40,40.005,2018,0.563607464
30150,Pinus lambertiana,78794_3_63_6_4_305,-121,-121,40,40.001,2018,0.563607464
30151,Pinus lambertiana,78823_2_93_6_4_325,-123,-123.009,41.70833333,41.7173,2008,1.188227088
30151,Pinus lambertiana,78823_2_93_6_4_325,-123,-123.005,41.70833333,41.7123,2008,1.188227088
30152,Pinus lambertiana,78823_2_93_6_4_325,-123,-123.009,41.70833333,41.7173,2018,1.226808928
30152,Pinus lambertiana,78823_2_93_6_4_325,-123,-123.005,41.70833333,41.7123,2018,1.226808928
30153,Pinus lambertiana,78823_2_93_6_4_327,-123,-123.006,41.70833333,41.7083,2008,1.952299188
30153,Pinus lambertiana,78823_2_93_6_4_327,-123,-123.001,41.70833333,41.7123,2008,1.952299188
30154,Pinus lambertiana,78823_2_93_6_4_327,-123,-123.006,41.70833333,41.7083,2018,2.176110628
