,Species,TREE_ID,X_old,X,Y_old,Y,Year,logF_current
21506,Quercus chrysolepis,89458_6_71_6_1_102,-117.5833633,-117.5837633,34.33338,34.33378,2017,5.371067509
21507,Quercus chrysolepis,89458_6_71_6_1_304,-117.5834133,-117.5835133,34.33338,34.33408,2007,4.543109785
21508,Quercus chrysolepis,89458_6_71_6_1_304,-117.5834233,-117.5843233,34.33334,34.33394,2017,5.061060573
21509,Quercus chrysolepis,89458_6_71_6_1_305,-117.5833533,-117.5834533,34.33342,34.33412,2007,4.581071215
21510,Quercus chrysolepis,89458_6_71_6_1_305,-117.5833733,-117.5836733,34.33334,34.33334,2017,5.113260536
21511,Quercus chrysolepis,89485_4_85_6_2_321,-121.9583333,-121.9586333,37.16675,37.16755,2007,5.053311226
21512,Quercus chrysolepis,89485_4_85_6_2_321,-121.9584233,-121.9588233,37.1667,37.1673,2017,6.036469689
21513,Quercus chrysolepis,89485_4_85_6_2_322,-121.9584233,-121.9588233,37.16671,37.16701,2007,5.041272645
21514,Quercus chrysolepis,89485_4_85_6_2_322,-121.9584133,-121.9586133,37.16669,37.16709,2017,5.62457943
21515,Quercus chrysolepis,89485_4_85_6_2_323,-121.9583333,-121.9588333,37.16673,37.16763,2007,5.69192116
21516,Quercus chrysolepis,89485_4_85_6_2_323,-121.9583733,-121.9589733,37.16675,37.16685,2017,6.298424411
21517,Quercus chrysolepis,89485_4_85_6_2_324,-121.9583733,-121.9584733,37.16675,37.16675,2007,5.859402235
21518,Quercus chrysolepis,89485_4_85_6_2_324,-121.9584133,-121.9591133,37.16668,37.16728,2017,6.297754269
21519,Quercus chrysolepis,89485_4_85_6_2_325,-121.9583333,-121.9585333,37.16675,37.16755,2007,5.567958193
21520,Quercus chrysolepis,89485_4_85_6_2_325,-121.9583933,-121.9590933,37.16674,37.16694,2017,6.191759986
21521,Quercus chrysolepis,89485_4_85_6_2_327,-121.9583333,-121.9587333,37.16675,37.16695,2007,5.562248262
21522,Quercus chrysolepis,89485_4_85_6_2_327,-121.9583833,-121.9583833,37.16667,37.16707,2017,5.967929726
21523,Quercus chrysolepis,89485_4_85_6_2_328,-121.9583733,-121.9591733,37.16667,37.16707,2007,5.587957348
21524,Quercus chrysolepis,89485_4_85_6_2_328,-121.9584233,-121.9584233,37.16671,37.16711,2017,6.022787633
21525,Quercus chrysolepis,89683_2_93_6_2_112,-123.25003,-123.25023,41.75001,41.75011,2014,4.882403857
21526,Quercus chrysolepis,89683_2_93_6_2_112,-123.25002,-123.25022,41.75004,41.75084,2014,4.882403857
21527,Quercus chrysolepis,89683_2_93_6_2_112,-123.25005,-123.25085,41.75001,41.75061,2004,5.375182843
21528,Quercus chrysolepis,89683_2_93_6_2_120,-123.25007,-123.25007,41.75003,41.75063,2014,5.136977729
21529,Quercus chrysolepis,89683_2_93_6_2_120,-123.25009,-123.25029,41.75005,41.75095,2004,5.683828314
21530,Quercus chrysolepis,89683_2_93_6_2_120,-123.25009,-123.25029,41.75007,41.75047,2014,5.136977729
21531,Quercus chrysolepis,89683_2_93_6_2_121,-123.25002,-123.25012,41.75004,41.75074,2014,5.164909694
21532,Quercus chrysolepis,89683_2_93_6_2_121,-123.25001,-123.25081,41.75002,41.75072,2004,5.708272071
21533,Quercus chrysolepis,89683_2_93_6_2_121,-123.25008,-123.25018,41.75008,41.75038,2014,5.164909694
21534,Quercus chrysolepis,89683_2_93_6_3_122,-123.25007,-123.25077,41.75,41.7502,2014,5.028104206
21535,Quercus chrysolepis,89683_2_93_6_3_122,-123.25004,-123.25094,41.75003,41.75033,2004,5.602669901
21536,Quercus chrysolepis,89683_2_93_6_3_122,-123.25005,-123.25005,41.75006,41.75096,2014,5.028104206
21537,Quercus chrysolepis,89683_2_93_6_3_126,-123.25007,-123.25037,41.75006,41.75026,2014,4.885625818
21538,Quercus chrysolepis,89683_2_93_6_3_126,-123.25005,-123.25015,41.75002,41.75082,2004,5.454426217
21539,Quercus chrysolepis,89683_2_93_6_3_126,-123.25002,-123.25092,41.75005,41.75055,2014,4.885625818
21540,Quercus chrysolepis,89683_2_93_6_3_129,-123.25,-123.2501,41.75002,41.75052,2014,5.128922176
21541,Quercus chrysolepis,89683_2_93_6_3_129,-123.25006,-123.25006,41.75004,41.75094,2004,5.647992411
21542,Quercus chrysolepis,89683_2_93_6_3_129,-123.25002,-123.25082,41.75001,41.75061,2014,5.128922176
21543,Quercus chrysolepis,89683_2_93_6_3_130,-123.25002,-123.25082,41.75009,41.75079,2014,5.072841127
21544,Quercus chrysolepis,89683_2_93_6_3_130,-123.25009,-123.25019,41.75006,41.75066,2004,5.664523935
21545,Quercus chrysolepis,89683_2_93_6_3_130,-123.25009,-123.25099,41.75006,41.75046,2014,5.072841127
21546,Quercus chrysolepis,89683_2_93_6_3_131,-123.25008,-123.25058,41.75006,41.75026,2014,5.067061917
21547,Quercus chrysolepis,89683_2_93_6_3_131,-123.25006,-123.25056,41.75003,41.75033,2004,5.679395053
21548,Quercus chrysolepis,89683_2_93_6_3_131,-123.25002,-123.25042,41.75003,41.75053,2014,5.067061917
21549,Quercus chrysolepis,89685_2_105_6_1_106,-122.875,-122.8755,40.7917,40.7922,2002,4.516265912
21550,Quercus chrysolepis,89685_2_105_6_1_106,-122.87506,-122.87526,40.79176,40.79176,2012,5.172193704
21551,Quercus chrysolepis,89685_2_105_6_1_107,-122.87509,-122.87579,40.79172,40.79202,2002,4.727619262
21552,Quercus chrysolepis,89685_2_105_6_1_107,-122.87508,-122.87568,40.79171,40.79261,2012,5.303140799
21553,Quercus chrysolepis,89685_2_105_6_2_127,-122.87506,-122.87506,40.79169,40.79189,2002,4.638426373
21554,Quercus chrysolepis,89685_2_105_6_2_127,-122.87509,-122.87559,40.79171,40.79251,2012,5.277415125
21555,Quercus chrysolepis,89685_2_105_6_2_128,-122.87508,-122.87538,40.79173,40.79253,2002,5.300426057
21556,Quercus chrysolepis,89685_2_105_6_2_128,-122.875,-122.8756,40.7917,40.7924,2002,4.613280196
21557,Quercus chrysolepis,89685_2_105_6_2_128,-122.87504,-122.87574,40.79168,40.79258,2012,5.300426057
21558,Quercus chrysolepis,89685_2_105_6_2_128,-122.87508,-122.87518,40.79171,40.79231,2012,4.613280196
21559,Quercus chrysolepis,89685_2_105_6_2_129,-122.87506,-122.87586,40.79175,40.79205,2002,4.228762602
21560,Quercus chrysolepis,89685_2_105_6_2_129,-122.87502,-122.87522,40.79171,40.79181,2012,5.014141214
21561,Quercus chrysolepis,89685_2_105_6_2_132,-122.87501,-122.87561,40.79168,40.79218,2002,4.244375293
21562,Quercus chrysolepis,89685_2_105_6_2_132,-122.87504,-122.87564,40.79173,40.79223,2012,5.021355354
21563,Quercus chrysolepis,89831_3_103_6_3_111,-121.5417267,-121.5419267,40.20833,40.20873,2002,5.144003529
21564,Quercus chrysolepis,89831_3_103_6_3_111,-121.5416667,-121.5416667,40.20839,40.20899,2012,5.850119184
21565,Quercus chrysolepis,89831_3_103_6_3_112,-121.5417367,-121.5425367,40.20834,40.20894,2012,5.815253495
21566,Quercus chrysolepis,89831_3_103_6_3_112,-121.5417067,-121.5421067,40.20833,40.20853,2002,5.085520537
21567,Quercus chrysolepis,89831_3_103_6_3_113,-121.5417067,-121.5418067,40.20841,40.20851,2002,5.042815124
21568,Quercus chrysolepis,89831_3_103_6_3_113,-121.5417267,-121.5418267,40.2084,40.2088,2012,5.75944776
21569,Quercus chrysolepis,89831_3_103_6_3_114,-121.5417167,-121.5419167,40.20833,40.20903,2002,5.232381393
21570,Quercus chrysolepis,89831_3_103_6_3_114,-121.5417467,-121.5419467,40.20838,40.20908,2012,5.914435732
21571,Quercus chrysolepis,89831_3_103_6_3_115,-121.5417367,-121.5418367,40.20837,40.20887,2002,5.060085682
21572,Quercus chrysolepis,89831_3_103_6_3_115,-121.5417167,-121.5419167,40.20836,40.20926,2012,5.824233281
21573,Quercus chrysolepis,89831_3_103_6_3_116,-121.5417567,-121.5423567,40.20834,40.20904,2002,5.247763568
21574,Quercus chrysolepis,89831_3_103_6_3_116,-121.5417367,-121.5418367,40.20842,40.20912,2012,5.874432774
21575,Quercus chrysolepis,89831_3_103_6_3_117,-121.5416767,-121.5423767,40.20836,40.20876,2002,4.948553074
21576,Quercus chrysolepis,89831_3_103_6_3_117,-121.5417067,-121.5418067,40.20836,40.20916,2012,5.679685484
21577,Quercus chrysolepis,89831_3_103_6_4_103,-121.5416767,-121.5421767,40.20842,40.20852,2002,5.210284176
21578,Quercus chrysolepis,89831_3_103_6_4_103,-121.5417067,-121.5417067,40.20833,40.20923,2012,5.872326376
21579,Quercus chrysolepis,89831_3_103_6_4_104,-121.5417367,-121.5422367,40.20834,40.20914,2002,5.08902585
21580,Quercus chrysolepis,89831_3_103_6_4_104,-121.5416667,-121.5423667,40.20841,40.20871,2012,5.78464511
21581,Quercus chrysolepis,89831_3_103_6_4_105,-121.5416867,-121.5416867,40.20841,40.20911,2002,5.003132364
21582,Quercus chrysolepis,89831_3_103_6_4_105,-121.5416667,-121.5420667,40.20842,40.20882,2012,5.637912846
21583,Quercus chrysolepis,89831_3_103_6_4_106,-121.5417367,-121.5421367,40.20841,40.20931,2002,4.962788142
21584,Quercus chrysolepis,89831_3_103_6_4_106,-121.5416667,-121.5417667,40.20833,40.20843,2012,5.712906257
21585,Quercus chrysolepis,89831_3_103_6_4_107,-121.5417567,-121.5417567,40.20841,40.20931,2002,5.191133492
21586,Quercus chrysolepis,89831_3_103_6_4_107,-121.5416967,-121.5421967,40.2084,40.209,2012,5.866686352
21587,Quercus chrysolepis,89831_3_103_6_4_108,-121.5417067,-121.5424067,40.20833,40.20913,2002,5.254961901
21588,Quercus chrysolepis,89831_3_103_6_4_108,-121.5417167,-121.5424167,40.2084,40.2091,2012,5.934259003
21589,Quercus chrysolepis,89831_3_103_6_4_109,-121.5417067,-121.5419067,40.20833,40.20883,2002,5.346389757
21590,Quercus chrysolepis,89831_3_103_6_4_109,-121.5417467,-121.5425467,40.20842,40.20912,2012,5.988453804
21591,Quercus chrysolepis,89950_1_23_6_3_102,-123.5416767,-123.5418767,40.54171,40.54211,2014,5.57178509
21592,Quercus chrysolepis,89950_1_23_6_3_102,-123.5416667,-123.5421667,40.54167,40.54257,2004,6.434950307
21593,Quercus chrysolepis,89950_1_23_6_3_102,-123.5416967,-123.5416967,40.54167,40.54187,2014,5.57178509
21594,Quercus chrysolepis,89950_1_23_6_3_103,-123.5417267,-123.5425267,40.54174,40.54194,2014,5.460315661
21595,Quercus chrysolepis,89950_1_23_6_3_103,-123.5417067,-123.5424067,40.54169,40.54189,2004,6.371558134
21596,Quercus chrysolepis,89950_1_23_6_3_103,-123.5416967,-123.5417967,40.5417,40.5423,2014,5.460315661
21597,Quercus chrysolepis,89950_1_23_6_3_104,-123.5417567,-123.5419567,40.54171,40.54171,2014,5.386603223
21598,Quercus chrysolepis,89950_1_23_6_3_104,-123.5417567,-123.5424567,40.5417,40.5421,2004,6.292358526
21599,Quercus chrysolepis,89950_1_23_6_3_104,-123.5416767,-123.5417767,40.54171,40.54241,2014,5.386603223
21600,Quercus chrysolepis,89950_1_23_6_3_105,-123.5417267,-123.5425267,40.54172,40.54192,2014,5.398014694
21601,Quercus chrysolepis,89950_1_23_6_3_105,-123.5417467,-123.5422467,40.54168,40.54168,2004,6.28633289
21602,Quercus chrysolepis,89950_1_23_6_3_105,-123.5416867,-123.5416867,40.54173,40.54223,2014,5.398014694
21603,Quercus chrysolepis,89950_1_23_6_3_106,-123.5417067,-123.5426067,40.54168,40.54188,2014,5.399537558
21604,Quercus chrysolepis,89950_1_23_6_3_106,-123.5417267,-123.5418267,40.54171,40.54181,2004,6.268187458
21605,Quercus chrysolepis,89950_1_23_6_3_106,-123.5416667,-123.5421667,40.54175,40.54185,2014,5.399537558
21606,Quercus chrysolepis,90095_1_45_6_1_511,-123.75006,-123.75096,39.91675,39.91685,2009,6.648400041
21607,Quercus chrysolepis,90095_1_45_6_1_511,-123.75006,-123.75096,39.91671,39.91721,2019,5.539698302
21608,Quercus chrysolepis,90095_1_45_6_3_539,-123.75004,-123.75004,39.91673,39.91713,2019,6.008409426
21609,Quercus chrysolepis,90095_1_45_6_3_539,-123.75003,-123.75043,39.91669,39.91719,2019,5.019413438
21610,Quercus chrysolepis,90095_1_45_6_3_539,-123.75007,-123.75087,39.9167,39.9175,2009,6.008409426
21611,Quercus chrysolepis,90095_1_45_6_3_539,-123.75009,-123.75019,39.91673,39.91703,2009,5.019413438
21612,Quercus chrysolepis,90095_1_45_6_3_540,-123.75009,-123.75039,39.91673,39.91733,2019,4.996049438
21613,Quercus chrysolepis,90095_1_45_6_3_540,-123.75001,-123.75081,39.91675,39.91725,2009,5.989824426
21614,Quercus chrysolepis,90095_1_45_6_3_541,-123.75003,-123.75003,39.91674,39.91704,2009,6.070766183
21615,Quercus chrysolepis,90095_1_45_6_3_541,-123.75003,-123.75093,39.91674,39.91744,2019,5.15429098
21616,Quercus chrysolepis,90095_1_45_6_3_542,-123.75007,-123.75067,39.91667,39.91747,2009,6.414394522
21617,Quercus chrysolepis,90095_1_45_6_3_542,-123.75008,-123.75028,39.91672,39.91732,2019,5.469630697
21618,Quercus chrysolepis,90095_1_45_6_4_544,-123.75006,-123.75096,39.91673,39.91753,2009,5.727358727
21619,Quercus chrysolepis,90095_1_45_6_4_544,-123.75009,-123.75049,39.91667,39.91747,2019,4.801649684
21620,Quercus chrysolepis,90095_1_45_6_4_551,-123.75,-123.7509,39.91674,39.91704,2009,5.188730277
21621,Quercus chrysolepis,90095_1_45_6_4_551,-123.75008,-123.75038,39.91671,39.91761,2019,4.159876468
21622,Quercus chrysolepis,90095_1_45_6_4_553,-123.75,-123.7502,39.91671,39.91681,2009,5.837897552
21623,Quercus chrysolepis,90095_1_45_6_4_553,-123.75008,-123.75028,39.91674,39.91714,2019,4.922834175
21624,Quercus chrysolepis,90102_1_15_6_1_109,-123.9166867,-123.9174867,41.79174,41.79254,2020,4.631155674
21625,Quercus chrysolepis,90102_1_15_6_1_109,-123.9167467,-123.9176467,41.79173,41.79223,2020,5.85759581
21626,Quercus chrysolepis,90102_1_15_6_1_109,-123.9166767,-123.9170767,41.79171,41.79221,2010,4.631155674
21627,Quercus chrysolepis,90102_1_15_6_1_109,-123.9167067,-123.9169067,41.79175,41.79245,2010,5.85759581
21628,Quercus chrysolepis,90102_1_15_6_2_123,-123.9167567,-123.9171567,41.79174,41.79214,2010,4.200656673
21629,Quercus chrysolepis,90102_1_15_6_2_123,-123.9167467,-123.9170467,41.79173,41.79253,2020,5.542474102
21630,Quercus chrysolepis,90102_1_15_6_2_124,-123.9167567,-123.9175567,41.79171,41.79171,2010,4.639018653
21631,Quercus chrysolepis,90102_1_15_6_2_124,-123.9167367,-123.9175367,41.79169,41.79219,2020,5.963862788
21632,Quercus chrysolepis,90102_1_15_6_2_136,-123.9167067,-123.9173067,41.79171,41.79211,2010,4.207559673
21633,Quercus chrysolepis,90102_1_15_6_2_136,-123.9166967,-123.9170967,41.79171,41.79241,2020,5.549908102
21634,Quercus chrysolepis,90102_1_15_6_3_142,-123.9166767,-123.9170767,41.79171,41.79261,2010,6.001265811
21635,Quercus chrysolepis,90102_1_15_6_3_142,-123.9167467,-123.9172467,41.79169,41.79239,2010,4.642306674
21636,Quercus chrysolepis,90102_1_15_6_3_142,-123.9167367,-123.9171367,41.79169,41.79249,2020,6.001265811
21637,Quercus chrysolepis,90102_1_15_6_3_142,-123.9167467,-123.9169467,41.79175,41.79235,2020,4.642306674
21638,Quercus chrysolepis,90102_1_15_6_3_143,-123.9167567,-123.9169567,41.79174,41.79214,2020,5.86502981
21639,Quercus chrysolepis,90102_1_15_6_3_143,-123.9166867,-123.9175867,41.79169,41.79199,2010,4.638058674
21640,Quercus chrysolepis,90102_1_15_6_3_151,-123.9167067,-123.9176067,41.79175,41.79195,2020,5.542474102
21641,Quercus chrysolepis,90102_1_15_6_3_151,-123.9167267,-123.9172267,41.79169,41.79179,2010,4.198001673
21642,Quercus chrysolepis,90102_1_15_6_3_155,-123.9167067,-123.9172067,41.79168,41.79258,2010,5.193469485
21643,Quercus chrysolepis,90102_1_15_6_3_155,-123.9166867,-123.9174867,41.79167,41.79237,2010,3.748161737
21644,Quercus chrysolepis,90102_1_15_6_3_155,-123.9167467,-123.9171467,41.79174,41.79194,2020,5.193469485
21645,Quercus chrysolepis,90102_1_15_6_3_155,-123.9166867,-123.9166867,41.79171,41.79181,2020,3.748161737
21646,Quercus chrysolepis,90182_5_19_6_2_109,-119.00006,-119.00056,36.8334,36.8334,2014,3.458698727
21647,Quercus chrysolepis,90182_5_19_6_2_109,-119,-119.0005,36.83338,36.83378,2004,4.272299607
21648,Quercus chrysolepis,90182_5_19_6_2_109,-119.00009,-119.00079,36.83335,36.83405,2014,3.458698727
21649,Quercus chrysolepis,90245_6_73_6_2_2,-116.62506,-116.62536,33.16667,33.16687,2010,4.662752311
21650,Quercus chrysolepis,90245_6_73_6_2_2,-116.62502,-116.62522,33.16669,33.16739,2020,5.934714396
21651,Quercus chrysolepis,90370_2_89_6_1_509,-122.0833533,-122.0841533,41.04176,41.04256,2018,4.8818069
21652,Quercus chrysolepis,90370_2_89_6_1_509,-122.0833733,-122.0833733,41.04169,41.04219,2008,2.980377434
21653,Quercus chrysolepis,90384_2_105_6_1_100,-122.9583333,-122.9584333,40.62503,40.62583,2014,4.616339794
21654,Quercus chrysolepis,90384_2_105_6_1_100,-122.9583533,-122.9584533,40.62504,40.62504,2004,5.343653743
21655,Quercus chrysolepis,90384_2_105_6_1_100,-122.9584033,-122.9589033,40.62501,40.62591,2014,4.616339794
21656,Quercus chrysolepis,90384_2_105_6_1_101,-122.9583933,-122.9590933,40.625,40.6253,2014,4.588347573
21657,Quercus chrysolepis,90384_2_105_6_1_101,-122.9583833,-122.9589833,40.62506,40.62566,2004,5.314758702
21658,Quercus chrysolepis,90384_2_105_6_1_101,-122.9583933,-122.9590933,40.625,40.625,2014,4.588347573
21659,Quercus chrysolepis,90384_2_105_6_1_102,-122.9583433,-122.9583433,40.62507,40.62527,2014,4.487758022
21660,Quercus chrysolepis,90384_2_105_6_1_102,-122.9583433,-122.9586433,40.62507,40.62557,2004,5.186582955
21661,Quercus chrysolepis,90384_2_105_6_1_102,-122.9584033,-122.9593033,40.62506,40.62546,2014,4.487758022
21662,Quercus chrysolepis,90384_2_105_6_1_103,-122.9583733,-122.9590733,40.62506,40.62586,2014,4.383191592
21663,Quercus chrysolepis,90384_2_105_6_1_103,-122.9583833,-122.9592833,40.62507,40.62527,2004,5.129031783
21664,Quercus chrysolepis,90384_2_105_6_1_103,-122.9583933,-122.9584933,40.62509,40.62559,2014,4.383191592
21665,Quercus chrysolepis,90384_2_105_6_1_104,-122.9583933,-122.9592933,40.62502,40.62592,2014,4.296204154
21666,Quercus chrysolepis,90384_2_105_6_1_104,-122.9583433,-122.9584433,40.625,40.6251,2004,5.036557175
21667,Quercus chrysolepis,90384_2_105_6_1_104,-122.9584233,-122.9591233,40.62509,40.62559,2014,4.296204154
21668,Quercus chrysolepis,90384_2_105_6_1_105,-122.9583433,-122.9592433,40.62509,40.62569,2014,4.304429625
21669,Quercus chrysolepis,90384_2_105_6_1_105,-122.9583333,-122.9583333,40.62502,40.62552,2004,5.029469538
21670,Quercus chrysolepis,90384_2_105_6_1_105,-122.9583833,-122.9591833,40.62505,40.62555,2014,4.304429625
21671,Quercus chrysolepis,90384_2_105_6_1_106,-122.9584033,-122.9590033,40.62507,40.62597,2014,4.309138489
21672,Quercus chrysolepis,90384_2_105_6_1_106,-122.9583333,-122.9584333,40.62507,40.62527,2004,5.016634107
21673,Quercus chrysolepis,90384_2_105_6_1_106,-122.9584133,-122.9587133,40.62501,40.62511,2014,4.309138489
21674,Quercus chrysolepis,90384_2_105_6_1_107,-122.9583733,-122.9589733,40.62503,40.62563,2014,4.389015181
21675,Quercus chrysolepis,90384_2_105_6_1_107,-122.9584033,-122.9591033,40.62508,40.62528,2004,5.128008334
21676,Quercus chrysolepis,90384_2_105_6_1_107,-122.9584133,-122.9589133,40.62504,40.62574,2014,4.389015181
21677,Quercus chrysolepis,90384_2_105_6_1_108,-122.9583333,-122.9588333,40.62507,40.62597,2014,4.399849242
21678,Quercus chrysolepis,90384_2_105_6_1_108,-122.9583533,-122.9586533,40.62501,40.62561,2004,5.118506328
21679,Quercus chrysolepis,90384_2_105_6_1_108,-122.9583533,-122.9583533,40.62501,40.62501,2014,4.399849242
21680,Quercus chrysolepis,90384_2_105_6_1_110,-122.9583733,-122.9588733,40.625,40.6255,2014,4.380927881
21681,Quercus chrysolepis,90384_2_105_6_1_110,-122.9583733,-122.9588733,40.62505,40.62565,2004,5.152729363
21682,Quercus chrysolepis,90384_2_105_6_1_110,-122.9583533,-122.9584533,40.62501,40.62521,2014,4.380927881
21683,Quercus chrysolepis,90384_2_105_6_1_111,-122.9584033,-122.9591033,40.62509,40.62529,2014,4.38441503
21684,Quercus chrysolepis,90384_2_105_6_1_111,-122.9584233,-122.9585233,40.62501,40.62591,2004,5.176030648
21685,Quercus chrysolepis,90384_2_105_6_1_111,-122.9583733,-122.9590733,40.62503,40.62543,2014,4.38441503
21686,Quercus chrysolepis,90384_2_105_6_1_112,-122.9583333,-122.9589333,40.62503,40.62503,2014,4.199300638
21687,Quercus chrysolepis,90384_2_105_6_1_112,-122.9584133,-122.9592133,40.62504,40.62574,2014,4.199300638
21688,Quercus chrysolepis,90384_2_105_6_1_112,-122.9583533,-122.9584533,40.62506,40.62516,2014,4.929295484
21689,Quercus chrysolepis,90384_2_105_6_1_112,-122.9583933,-122.9591933,40.62509,40.62529,2004,4.199300638
21690,Quercus chrysolepis,90384_2_105_6_1_112,-122.9583333,-122.9586333,40.62503,40.62533,2004,4.929295484
21691,Quercus chrysolepis,90384_2_105_6_1_113,-122.9583533,-122.9586533,40.62506,40.62546,2014,4.462147764
21692,Quercus chrysolepis,90384_2_105_6_1_113,-122.9584233,-122.9585233,40.62508,40.62598,2004,5.188747368
21693,Quercus chrysolepis,90384_2_105_6_1_113,-122.9583933,-122.9586933,40.62502,40.62582,2014,4.462147764
21694,Quercus chrysolepis,90384_2_105_6_1_114,-122.9584233,-122.9590233,40.62502,40.62542,2014,4.294485817
21695,Quercus chrysolepis,90384_2_105_6_1_114,-122.9584133,-122.9587133,40.62507,40.62547,2004,5.045833137
21696,Quercus chrysolepis,90384_2_105_6_1_114,-122.9583833,-122.9589833,40.625,40.625,2014,4.294485817
21697,Quercus chrysolepis,90384_2_105_6_1_115,-122.9583533,-122.9585533,40.62507,40.62587,2014,4.412475163
21698,Quercus chrysolepis,90384_2_105_6_1_115,-122.9583833,-122.9584833,40.62506,40.62526,2014,4.412475163
21699,Quercus chrysolepis,90384_2_105_6_1_115,-122.9584133,-122.9593133,40.62507,40.62597,2014,5.155816662
21700,Quercus chrysolepis,90384_2_105_6_1_115,-122.9583833,-122.9588833,40.62505,40.62515,2004,4.412475163
21701,Quercus chrysolepis,90384_2_105_6_1_115,-122.9583933,-122.9589933,40.62502,40.62582,2004,5.155816662
21702,Quercus chrysolepis,90384_2_105_6_1_122,-122.9584233,-122.9584233,40.625,40.6253,2014,4.343938987
21703,Quercus chrysolepis,90384_2_105_6_1_122,-122.9584133,-122.9593133,40.62502,40.62502,2004,5.153596542
21704,Quercus chrysolepis,90384_2_105_6_1_122,-122.9584033,-122.9590033,40.62503,40.62553,2014,4.343938987
21705,Quercus chrysolepis,90384_2_105_6_1_123,-122.9584133,-122.9591133,40.625,40.6253,2014,4.446483615
21706,Quercus chrysolepis,90384_2_105_6_1_123,-122.9583733,-122.9587733,40.625,40.6256,2004,5.189785028
21707,Quercus chrysolepis,90384_2_105_6_1_123,-122.9583933,-122.9583933,40.62507,40.62597,2014,4.446483615
21708,Quercus chrysolepis,90384_2_105_6_1_124,-122.9583533,-122.9591533,40.62503,40.62573,2014,4.428852462
21709,Quercus chrysolepis,90384_2_105_6_1_124,-122.9583633,-122.9587633,40.625,40.6256,2004,5.161927877
21710,Quercus chrysolepis,90384_2_105_6_1_124,-122.9584033,-122.9584033,40.62503,40.62583,2014,4.428852462
21711,Quercus chrysolepis,90384_2_105_6_4_128,-122.9584133,-122.9592133,40.625,40.6256,2014,4.348272726
21712,Quercus chrysolepis,90384_2_105_6_4_128,-122.9583833,-122.9590833,40.62505,40.62555,2004,5.150074406
21713,Quercus chrysolepis,90384_2_105_6_4_128,-122.9583533,-122.9587533,40.62505,40.62565,2014,4.348272726
21714,Quercus chrysolepis,90384_2_105_6_4_129,-122.9583533,-122.9592533,40.62501,40.62511,2014,4.435729957
21715,Quercus chrysolepis,90384_2_105_6_4_129,-122.9584233,-122.9585233,40.62506,40.62546,2004,5.191485052
21716,Quercus chrysolepis,90384_2_105_6_4_129,-122.9583933,-122.9588933,40.62509,40.62559,2014,4.435729957
21717,Quercus chrysolepis,90384_2_105_6_4_130,-122.9583833,-122.9588833,40.62509,40.62559,2014,4.381772908
21718,Quercus chrysolepis,90384_2_105_6_4_130,-122.9584233,-122.9591233,40.625,40.6252,2004,5.209078576
21719,Quercus chrysolepis,90384_2_105_6_4_130,-122.9583433,-122.9587433,40.62506,40.62596,2014,4.381772908
21720,Quercus chrysolepis,90384_2_105_6_4_131,-122.9583833,-122.9592833,40.62501,40.62581,2014,4.385020698
21721,Quercus chrysolepis,90384_2_105_6_4_131,-122.9583333,-122.9592333,40.62501,40.62561,2004,5.232445694
21722,Quercus chrysolepis,90384_2_105_6_4_131,-122.9583733,-122.9585733,40.62504,40.62564,2014,4.385020698
21723,Quercus chrysolepis,90384_2_105_6_4_132,-122.9584033,-122.9591033,40.625,40.6253,2014,4.445445425
21724,Quercus chrysolepis,90384_2_105_6_4_132,-122.9584033,-122.9585033,40.62508,40.62538,2004,5.172329278
21725,Quercus chrysolepis,90384_2_105_6_4_132,-122.9583433,-122.9586433,40.62501,40.62541,2014,4.445445425
21726,Quercus chrysolepis,90384_2_105_6_4_133,-122.9584133,-122.9588133,40.625,40.625,2014,4.368040777
21727,Quercus chrysolepis,90384_2_105_6_4_133,-122.9584233,-122.9587233,40.62508,40.62538,2004,5.139179068
21728,Quercus chrysolepis,90384_2_105_6_4_133,-122.9583833,-122.9588833,40.62507,40.62587,2014,4.368040777
21729,Quercus chrysolepis,90384_2_105_6_4_134,-122.9583933,-122.9587933,40.625,40.6251,2014,4.335392841
21730,Quercus chrysolepis,90384_2_105_6_4_134,-122.9583933,-122.9589933,40.62504,40.62554,2004,4.932482409
21731,Quercus chrysolepis,90384_2_105_6_4_134,-122.9584133,-122.9585133,40.62503,40.62543,2014,4.335392841
21732,Quercus chrysolepis,90384_2_105_6_4_135,-122.9584033,-122.9585033,40.62503,40.62553,2014,4.495124817
21733,Quercus chrysolepis,90384_2_105_6_4_135,-122.9584033,-122.9593033,40.62503,40.62543,2004,5.181375839
21734,Quercus chrysolepis,90384_2_105_6_4_135,-122.9583433,-122.9584433,40.62504,40.62574,2014,4.495124817
21735,Quercus chrysolepis,90384_2_105_6_4_136,-122.9583333,-122.9589333,40.62502,40.62502,2014,4.448922024
21736,Quercus chrysolepis,90384_2_105_6_4_136,-122.9584133,-122.9586133,40.625,40.6259,2004,5.129191611
21737,Quercus chrysolepis,90384_2_105_6_4_136,-122.9584033,-122.9588033,40.625,40.6251,2014,4.448922024
21738,Quercus chrysolepis,90384_2_105_6_4_137,-122.9583533,-122.9586533,40.62508,40.62588,2014,4.421129641
21739,Quercus chrysolepis,90384_2_105_6_4_137,-122.9583633,-122.9587633,40.62508,40.62518,2004,5.313127704
21740,Quercus chrysolepis,90384_2_105_6_4_137,-122.9584133,-122.9593133,40.62504,40.62574,2014,4.421129641
